Average			Trial One				Trial Two				Trial Three				Trial Four				Trial Five				Trial Six				Trial Seven				Trial Eight				Trial Nine				Trial Ten				Trial Eleven				Trial Twelve				Trial Thirteen				Trial Fourteen				Trial Fifteen				Trial Sixteen				Trial Seventeen				Trial Eighteen				Trial Nineteen				Trial Twenty			
0.0509	0.01705	0.2818	11.00	0.05	0.02	0.28	11.00	0.04	0.02	0.28	11.00	0.05	0.02	0.28	11.00	0.06	0.02	0.28	11.00	0.05	0.02	0.28	11.00	0.05	0.01	0.28	11.00	0.05	0.02	0.28	11.00	0.05	0.02	0.29	11.00	0.05	0.02	0.28	11.00	0.05	0.02	0.28	11.00	0.05	0.02	0.28	11.00	0.05	0.02	0.28	11.00	0.05	0.02	0.28	11.00	0.05	0.02	0.28	11.00	0.06	0.01	0.28	11.00	0.05	0.02	0.28	11.00	0.04	0.02	0.28	11.00	0.06	0.02	0.28	11.00	0.04	0.02	0.28	11.00	0.06	0.02	0.28
0.05945	0.01855	0.2852	12.00	0.06	0.02	0.29	12.00	0.05	0.02	0.29	12.00	0.06	0.02	0.29	12.00	0.07	0.02	0.28	12.00	0.06	0.02	0.29	12.00	0.06	0.02	0.29	12.00	0.06	0.02	0.28	12.00	0.06	0.02	0.29	12.00	0.06	0.02	0.29	12.00	0.06	0.02	0.29	12.00	0.06	0.02	0.29	12.00	0.07	0.02	0.28	12.00	0.06	0.02	0.28	12.00	0.06	0.02	0.28	12.00	0.07	0.02	0.28	12.00	0.06	0.02	0.28	12.00	0.05	0.02	0.29	12.00	0.07	0.02	0.28	12.00	0.04	0.02	0.29	12.00	0.07	0.02	0.29
0.06455	0.01875	0.2893	13.00	0.06	0.02	0.29	13.00	0.06	0.02	0.30	13.00	0.06	0.02	0.29	13.00	0.08	0.02	0.29	13.00	0.06	0.02	0.29	13.00	0.06	0.02	0.29	13.00	0.07	0.02	0.29	13.00	0.06	0.02	0.30	13.00	0.07	0.02	0.29	13.00	0.06	0.02	0.29	13.00	0.06	0.02	0.29	13.00	0.07	0.02	0.29	13.00	0.07	0.02	0.29	13.00	0.06	0.02	0.29	13.00	0.07	0.02	0.29	13.00	0.06	0.02	0.29	13.00	0.05	0.02	0.29	13.00	0.08	0.02	0.28	13.00	0.05	0.02	0.29	13.00	0.08	0.02	0.29
0.0697	0.0191	0.29425	14.00	0.07	0.02	0.30	14.00	0.05	0.02	0.30	14.00	0.07	0.02	0.30	14.00	0.08	0.02	0.29	14.00	0.07	0.02	0.29	14.00	0.07	0.02	0.30	14.00	0.08	0.02	0.29	14.00	0.06	0.02	0.30	14.00	0.07	0.02	0.29	14.00	0.06	0.02	0.30	14.00	0.06	0.02	0.30	14.00	0.07	0.02	0.29	14.00	0.08	0.02	0.29	14.00	0.07	0.02	0.29	14.00	0.08	0.02	0.29	14.00	0.06	0.02	0.29	14.00	0.06	0.02	0.30	14.00	0.08	0.02	0.29	14.00	0.05	0.02	0.30	14.00	0.09	0.02	0.29
0.07365	0.0197	0.29855	15.00	0.07	0.02	0.30	15.00	0.06	0.02	0.31	15.00	0.07	0.02	0.30	15.00	0.09	0.02	0.29	15.00	0.07	0.02	0.30	15.00	0.08	0.02	0.30	15.00	0.08	0.02	0.30	15.00	0.07	0.02	0.31	15.00	0.07	0.02	0.30	15.00	0.07	0.02	0.30	15.00	0.07	0.02	0.30	15.00	0.08	0.02	0.30	15.00	0.09	0.02	0.29	15.00	0.07	0.02	0.29	15.00	0.09	0.02	0.29	15.00	0.06	0.02	0.30	15.00	0.06	0.02	0.31	15.00	0.08	0.02	0.29	15.00	0.06	0.02	0.30	15.00	0.09	0.02	0.29
0.0758	0.01985	0.30345	16.00	0.07	0.02	0.31	16.00	0.06	0.02	0.31	16.00	0.08	0.02	0.31	16.00	0.09	0.02	0.30	16.00	0.07	0.02	0.30	16.00	0.08	0.02	0.31	16.00	0.09	0.02	0.30	16.00	0.07	0.02	0.32	16.00	0.09	0.02	0.30	16.00	0.07	0.02	0.31	16.00	0.07	0.02	0.30	16.00	0.08	0.02	0.30	16.00	0.09	0.02	0.30	16.00	0.08	0.02	0.30	16.00	0.08	0.02	0.30	16.00	0.06	0.02	0.30	16.00	0.06	0.02	0.31	16.00	0.08	0.02	0.30	16.00	0.06	0.02	0.31	16.00	0.09	0.02	0.30
0.0784	0.01985	0.30885	17.00	0.07	0.02	0.31	17.00	0.06	0.02	0.32	17.00	0.08	0.02	0.31	17.00	0.09	0.02	0.30	17.00	0.07	0.02	0.31	17.00	0.09	0.02	0.31	17.00	0.10	0.02	0.30	17.00	0.07	0.02	0.32	17.00	0.09	0.02	0.31	17.00	0.07	0.02	0.31	17.00	0.07	0.02	0.31	17.00	0.08	0.02	0.31	17.00	0.09	0.02	0.30	17.00	0.08	0.02	0.31	17.00	0.08	0.02	0.30	17.00	0.06	0.02	0.31	17.00	0.07	0.02	0.32	17.00	0.08	0.02	0.30	17.00	0.06	0.02	0.32	17.00	0.09	0.02	0.30
0.0807	0.02	0.3137	18.00	0.08	0.02	0.32	18.00	0.06	0.02	0.32	18.00	0.09	0.02	0.31	18.00	0.09	0.02	0.30	18.00	0.07	0.02	0.31	18.00	0.10	0.02	0.31	18.00	0.09	0.02	0.31	18.00	0.08	0.02	0.33	18.00	0.09	0.02	0.31	18.00	0.08	0.02	0.32	18.00	0.07	0.02	0.32	18.00	0.08	0.02	0.31	18.00	0.10	0.02	0.31	18.00	0.08	0.02	0.31	18.00	0.08	0.02	0.31	18.00	0.06	0.02	0.32	18.00	0.07	0.02	0.32	18.00	0.09	0.02	0.31	18.00	0.06	0.02	0.32	18.00	0.10	0.02	0.31
0.08235	0.02	0.3186	19.00	0.08	0.02	0.32	19.00	0.06	0.02	0.33	19.00	0.09	0.02	0.32	19.00	0.09	0.02	0.31	19.00	0.09	0.02	0.32	19.00	0.11	0.02	0.32	19.00	0.10	0.02	0.31	19.00	0.08	0.02	0.33	19.00	0.09	0.02	0.32	19.00	0.08	0.02	0.32	19.00	0.07	0.02	0.32	19.00	0.08	0.02	0.32	19.00	0.10	0.02	0.31	19.00	0.08	0.02	0.32	19.00	0.07	0.02	0.31	19.00	0.06	0.02	0.32	19.00	0.08	0.02	0.33	19.00	0.09	0.02	0.31	19.00	0.05	0.02	0.33	19.00	0.10	0.02	0.31
0.09105	0.02005	0.3243	20.00	0.09	0.02	0.33	20.00	0.07	0.02	0.34	20.00	0.10	0.02	0.32	20.00	0.10	0.02	0.32	20.00	0.08	0.02	0.33	20.00	0.12	0.02	0.32	20.00	0.10	0.02	0.32	20.00	0.09	0.02	0.34	20.00	0.10	0.02	0.32	20.00	0.08	0.02	0.33	20.00	0.08	0.02	0.33	20.00	0.09	0.02	0.32	20.00	0.11	0.02	0.31	20.00	0.10	0.02	0.32	20.00	0.08	0.02	0.32	20.00	0.07	0.02	0.33	20.00	0.08	0.02	0.33	20.00	0.10	0.02	0.32	20.00	0.06	0.02	0.33	20.00	0.12	0.02	0.32
0.0962	0.02005	0.3276	21.00	0.09	0.02	0.33	21.00	0.07	0.02	0.34	21.00	0.10	0.02	0.32	21.00	0.11	0.02	0.32	21.00	0.09	0.02	0.33	21.00	0.13	0.02	0.32	21.00	0.11	0.02	0.32	21.00	0.10	0.02	0.34	21.00	0.10	0.02	0.33	21.00	0.08	0.02	0.33	21.00	0.08	0.02	0.33	21.00	0.09	0.02	0.33	21.00	0.12	0.02	0.31	21.00	0.10	0.02	0.33	21.00	0.08	0.02	0.32	21.00	0.08	0.02	0.33	21.00	0.09	0.02	0.34	21.00	0.11	0.02	0.32	21.00	0.06	0.02	0.34	21.00	0.13	0.02	0.32
0.10475	0.02005	0.33085	22.00	0.11	0.02	0.34	22.00	0.07	0.02	0.35	22.00	0.11	0.02	0.33	22.00	0.12	0.02	0.32	22.00	0.09	0.02	0.33	22.00	0.14	0.02	0.33	22.00	0.12	0.02	0.32	22.00	0.10	0.02	0.34	22.00	0.12	0.02	0.33	22.00	0.09	0.02	0.33	22.00	0.09	0.02	0.34	22.00	0.10	0.02	0.33	22.00	0.14	0.02	0.32	22.00	0.10	0.02	0.33	22.00	0.08	0.02	0.33	22.00	0.09	0.02	0.34	22.00	0.10	0.02	0.34	22.00	0.11	0.02	0.32	22.00	0.07	0.02	0.35	22.00	0.14	0.02	0.32
0.11285	0.02005	0.33385	23.00	0.11	0.02	0.34	23.00	0.08	0.02	0.35	23.00	0.12	0.02	0.33	23.00	0.13	0.02	0.32	23.00	0.10	0.02	0.34	23.00	0.15	0.02	0.32	23.00	0.13	0.02	0.33	23.00	0.11	0.02	0.35	23.00	0.13	0.02	0.33	23.00	0.09	0.02	0.34	23.00	0.10	0.02	0.34	23.00	0.10	0.02	0.33	23.00	0.14	0.02	0.32	23.00	0.11	0.02	0.33	23.00	0.09	0.02	0.33	23.00	0.11	0.02	0.34	23.00	0.12	0.02	0.34	23.00	0.13	0.02	0.32	23.00	0.07	0.02	0.35	23.00	0.15	0.02	0.32
0.12075	0.0201	0.3358	24.00	0.12	0.02	0.34	24.00	0.08	0.02	0.36	24.00	0.13	0.02	0.33	24.00	0.13	0.02	0.32	24.00	0.10	0.02	0.34	24.00	0.16	0.02	0.32	24.00	0.13	0.02	0.33	24.00	0.11	0.02	0.35	24.00	0.15	0.02	0.33	24.00	0.10	0.02	0.35	24.00	0.10	0.02	0.34	24.00	0.12	0.02	0.33	24.00	0.14	0.02	0.32	24.00	0.13	0.02	0.34	24.00	0.09	0.02	0.33	24.00	0.12	0.02	0.34	24.00	0.12	0.02	0.34	24.00	0.14	0.02	0.32	24.00	0.08	0.02	0.36	24.00	0.16	0.02	0.32
0.12785	0.0202	0.3374	25.00	0.13	0.02	0.34	25.00	0.08	0.02	0.36	25.00	0.14	0.02	0.33	25.00	0.14	0.02	0.32	25.00	0.11	0.02	0.34	25.00	0.17	0.02	0.32	25.00	0.13	0.02	0.33	25.00	0.11	0.02	0.35	25.00	0.15	0.02	0.33	25.00	0.10	0.02	0.35	25.00	0.10	0.02	0.34	25.00	0.12	0.02	0.34	25.00	0.16	0.02	0.32	25.00	0.14	0.02	0.34	25.00	0.09	0.02	0.34	25.00	0.13	0.02	0.34	25.00	0.14	0.02	0.35	25.00	0.15	0.02	0.32	25.00	0.08	0.02	0.36	25.00	0.18	0.02	0.32
0.1191	0.02025	0.3385	26.00	0.12	0.02	0.34	26.00	0.08	0.02	0.36	26.00	0.12	0.02	0.33	26.00	0.13	0.02	0.32	26.00	0.10	0.02	0.34	26.00	0.15	0.02	0.32	26.00	0.13	0.02	0.33	26.00	0.11	0.02	0.36	26.00	0.15	0.02	0.33	26.00	0.09	0.02	0.35	26.00	0.10	0.02	0.35	26.00	0.11	0.02	0.33	26.00	0.13	0.02	0.32	26.00	0.14	0.02	0.33	26.00	0.08	0.02	0.34	26.00	0.12	0.02	0.34	26.00	0.14	0.02	0.35	26.00	0.13	0.02	0.32	26.00	0.08	0.02	0.37	26.00	0.16	0.02	0.32
0.12445	0.0204	0.34075	27.00	0.13	0.02	0.34	27.00	0.08	0.02	0.37	27.00	0.13	0.02	0.34	27.00	0.14	0.02	0.32	27.00	0.11	0.02	0.35	27.00	0.15	0.02	0.32	27.00	0.13	0.02	0.34	27.00	0.11	0.02	0.36	27.00	0.15	0.02	0.33	27.00	0.10	0.02	0.36	27.00	0.12	0.02	0.35	27.00	0.11	0.02	0.34	27.00	0.14	0.02	0.32	27.00	0.14	0.02	0.33	27.00	0.08	0.02	0.35	27.00	0.13	0.02	0.35	27.00	0.15	0.02	0.35	27.00	0.14	0.02	0.32	27.00	0.09	0.02	0.37	27.00	0.16	0.02	0.32
0.1276	0.02045	0.3427	28.00	0.14	0.02	0.34	28.00	0.08	0.02	0.37	28.00	0.12	0.02	0.34	28.00	0.14	0.02	0.32	28.00	0.11	0.02	0.35	28.00	0.16	0.02	0.32	28.00	0.14	0.02	0.34	28.00	0.11	0.02	0.36	28.00	0.16	0.02	0.33	28.00	0.12	0.02	0.36	28.00	0.12	0.02	0.35	28.00	0.11	0.02	0.34	28.00	0.14	0.02	0.32	28.00	0.15	0.02	0.34	28.00	0.08	0.02	0.35	28.00	0.13	0.02	0.35	28.00	0.16	0.02	0.35	28.00	0.14	0.02	0.33	28.00	0.09	0.02	0.37	28.00	0.16	0.02	0.32
0.1325	0.02115	0.34535	29.00	0.14	0.02	0.35	29.00	0.09	0.02	0.38	29.00	0.12	0.02	0.34	29.00	0.15	0.02	0.32	29.00	0.12	0.02	0.36	29.00	0.16	0.02	0.33	29.00	0.15	0.02	0.34	29.00	0.12	0.02	0.36	29.00	0.16	0.02	0.33	29.00	0.11	0.02	0.36	29.00	0.12	0.02	0.35	29.00	0.11	0.02	0.34	29.00	0.14	0.02	0.33	29.00	0.15	0.02	0.34	29.00	0.08	0.02	0.36	29.00	0.14	0.02	0.35	29.00	0.17	0.02	0.35	29.00	0.15	0.02	0.33	29.00	0.09	0.02	0.38	29.00	0.17	0.02	0.32
0.13865	0.02175	0.3469	30.00	0.15	0.02	0.34	30.00	0.10	0.02	0.38	30.00	0.13	0.02	0.34	30.00	0.15	0.02	0.32	30.00	0.12	0.02	0.36	30.00	0.17	0.02	0.33	30.00	0.15	0.02	0.34	30.00	0.12	0.02	0.37	30.00	0.17	0.02	0.33	30.00	0.12	0.02	0.36	30.00	0.13	0.02	0.36	30.00	0.11	0.02	0.35	30.00	0.14	0.03	0.33	30.00	0.16	0.02	0.34	30.00	0.09	0.02	0.36	30.00	0.15	0.02	0.35	30.00	0.18	0.02	0.35	30.00	0.16	0.02	0.33	30.00	0.08	0.02	0.39	30.00	0.19	0.02	0.32
0.1423	0.0223	0.34865	31.00	0.16	0.02	0.35	31.00	0.10	0.02	0.39	31.00	0.14	0.02	0.34	31.00	0.16	0.02	0.33	31.00	0.13	0.02	0.36	31.00	0.17	0.02	0.32	31.00	0.15	0.02	0.34	31.00	0.12	0.02	0.37	31.00	0.17	0.02	0.33	31.00	0.13	0.02	0.37	31.00	0.13	0.02	0.36	31.00	0.11	0.03	0.35	31.00	0.13	0.03	0.33	31.00	0.16	0.02	0.34	31.00	0.09	0.03	0.37	31.00	0.16	0.02	0.35	31.00	0.19	0.02	0.35	31.00	0.16	0.02	0.33	31.00	0.08	0.02	0.39	31.00	0.20	0.02	0.32
0.14695	0.0225	0.34995	32.00	0.17	0.02	0.34	32.00	0.11	0.02	0.39	32.00	0.15	0.02	0.35	32.00	0.16	0.02	0.32	32.00	0.14	0.02	0.36	32.00	0.17	0.02	0.32	32.00	0.16	0.02	0.35	32.00	0.13	0.02	0.37	32.00	0.18	0.02	0.33	32.00	0.13	0.02	0.37	32.00	0.14	0.02	0.36	32.00	0.12	0.03	0.35	32.00	0.13	0.03	0.33	32.00	0.16	0.02	0.34	32.00	0.08	0.03	0.37	32.00	0.18	0.02	0.35	32.00	0.21	0.02	0.34	32.00	0.16	0.02	0.33	32.00	0.07	0.02	0.39	32.00	0.21	0.02	0.32
0.15315	0.0229	0.35185	33.00	0.18	0.02	0.34	33.00	0.11	0.02	0.39	33.00	0.16	0.02	0.35	33.00	0.17	0.02	0.33	33.00	0.14	0.02	0.37	33.00	0.18	0.02	0.32	33.00	0.16	0.02	0.35	33.00	0.13	0.02	0.38	33.00	0.19	0.02	0.33	33.00	0.14	0.02	0.37	33.00	0.14	0.02	0.36	33.00	0.12	0.03	0.36	33.00	0.13	0.03	0.34	33.00	0.17	0.02	0.34	33.00	0.08	0.03	0.37	33.00	0.19	0.02	0.35	33.00	0.21	0.02	0.34	33.00	0.17	0.02	0.33	33.00	0.07	0.02	0.40	33.00	0.22	0.02	0.31
0.16015	0.0235	0.3519	34.00	0.19	0.02	0.34	34.00	0.12	0.02	0.39	34.00	0.17	0.02	0.35	34.00	0.17	0.03	0.32	34.00	0.15	0.02	0.36	34.00	0.19	0.03	0.32	34.00	0.16	0.02	0.35	34.00	0.14	0.02	0.38	34.00	0.19	0.02	0.33	34.00	0.14	0.02	0.37	34.00	0.15	0.02	0.36	34.00	0.13	0.03	0.36	34.00	0.13	0.03	0.34	34.00	0.18	0.02	0.34	34.00	0.08	0.03	0.38	34.00	0.20	0.02	0.34	34.00	0.22	0.02	0.34	34.00	0.18	0.02	0.33	34.00	0.07	0.02	0.41	34.00	0.24	0.02	0.31
0.16685	0.02395	0.352	35.00	0.20	0.02	0.34	35.00	0.13	0.02	0.39	35.00	0.16	0.03	0.35	35.00	0.18	0.03	0.32	35.00	0.16	0.02	0.36	35.00	0.20	0.03	0.32	35.00	0.17	0.02	0.35	35.00	0.14	0.02	0.38	35.00	0.20	0.02	0.33	35.00	0.15	0.02	0.37	35.00	0.17	0.03	0.36	35.00	0.13	0.03	0.35	35.00	0.12	0.03	0.34	35.00	0.18	0.02	0.35	35.00	0.08	0.03	0.38	35.00	0.21	0.02	0.34	35.00	0.26	0.02	0.34	35.00	0.19	0.02	0.33	35.00	0.07	0.02	0.41	35.00	0.24	0.02	0.31
0.1673	0.0245	0.3517	36.00	0.22	0.02	0.34	36.00	0.13	0.02	0.39	36.00	0.16	0.03	0.35	36.00	0.16	0.03	0.32	36.00	0.16	0.02	0.36	36.00	0.19	0.03	0.32	36.00	0.17	0.02	0.36	36.00	0.15	0.02	0.38	36.00	0.19	0.02	0.33	36.00	0.16	0.02	0.37	36.00	0.16	0.03	0.36	36.00	0.13	0.03	0.36	36.00	0.11	0.03	0.35	36.00	0.18	0.02	0.35	36.00	0.07	0.03	0.39	36.00	0.21	0.02	0.34	36.00	0.28	0.02	0.33	36.00	0.20	0.02	0.33	36.00	0.08	0.02	0.42	36.00	0.24	0.02	0.30
0.1694	0.02525	0.35145	37.00	0.22	0.02	0.33	37.00	0.13	0.02	0.39	37.00	0.16	0.03	0.35	37.00	0.17	0.03	0.32	37.00	0.16	0.02	0.36	37.00	0.19	0.03	0.32	37.00	0.17	0.02	0.36	37.00	0.15	0.03	0.38	37.00	0.19	0.03	0.33	37.00	0.16	0.02	0.37	37.00	0.16	0.03	0.36	37.00	0.12	0.03	0.35	37.00	0.11	0.03	0.35	37.00	0.19	0.02	0.35	37.00	0.06	0.03	0.39	37.00	0.22	0.02	0.34	37.00	0.30	0.02	0.33	37.00	0.21	0.02	0.32	37.00	0.08	0.02	0.42	37.00	0.24	0.02	0.30
